Wynne,Baylor,12487005,Wynne.Baylor@college.harvard.edu,Quincy House
Alexine,Ackerley,14493600,Alexine.Ackerley@college.harvard.edu,Adams House
Fina,Himelman,16919718,Fina.Himelman@college.harvard.edu,Quincy House
Beth,Roxanna,13130130,Beth.Roxanna@college.harvard.edu,Pforzheimer House
Maud,Thema,19209764,Maud.Thema@college.harvard.edu,Eliot House
Myriam,Jerold,11845800,Myriam.Jerold@college.harvard.edu,Leverett House
Kaia,Cavan,19395700,Kaia.Cavan@college.harvard.edu,Pforzheimer House
Mathilda,Urania,19811224,Mathilda.Urania@college.harvard.edu,Mather House
Merci,Louanna,14261672,Merci.Louanna@college.harvard.edu,Quincy House
Marti,Alva,15373184,Marti.Alva@college.harvard.edu,Winthrop House
Keelia,Ricki,11961947,Keelia.Ricki@college.harvard.edu,Quincy House
Lauryn,Tamsky,14140421,Lauryn.Tamsky@college.harvard.edu,Pforzheimer House
Fidelia,Cherianne,14073512,Fidelia.Cherianne@college.harvard.edu,Currier House
Emylee,Emmaline,17140291,Emylee.Emmaline@college.harvard.edu,Mather House
Eve,Guthrie,14490284,Eve.Guthrie@college.harvard.edu,Quincy House
Carmencita,Drisko,17368711,Carmencita.Drisko@college.harvard.edu,Kirkland House
Nanete,Kenwood,13603325,Nanete.Kenwood@college.harvard.edu,Mather House
Maridel,Madaih,10107444,Maridel.Madaih@college.harvard.edu,Cabot House
Gerianna,Maples,11245424,Gerianna.Maples@college.harvard.edu,Leverett House
Mariele,Sawtelle,17643066,Mariele.Sawtelle@college.harvard.edu,Eliot House
Winny,Markman,12461674,Winny.Markman@college.harvard.edu,Leverett House
Isa,Suanne,10263083,Isa.Suanne@college.harvard.edu,Eliot House
Barbara,Love,13075253,Barbara.Love@college.harvard.edu,Eliot House
Ronna,Loring,12850713,Ronna.Loring@college.harvard.edu,Lowell House
Jeanna,Isidore,16935372,Jeanna.Isidore@college.harvard.edu,Leverett House
Kary,Kamaria,18903342,Kary.Kamaria@college.harvard.edu,Lowell House
Ann-Marie,Sherrie,13813311,Ann-Marie.Sherrie@college.harvard.edu,Lowell House
Lolita,Harday,18802346,Lolita.Harday@college.harvard.edu,Winthrop House
Dorene,Jalbert,17402190,Dorene.Jalbert@college.harvard.edu,Dunster House
Lanae,Nore,12433872,Lanae.Nore@college.harvard.edu,Kirkland House
Mureil,McLaughlin,16406290,Mureil.McLaughlin@college.harvard.edu,Quincy House
Barbi,Fabiola,17888309,Barbi.Fabiola@college.harvard.edu,Pforzheimer House
Valera,Pandolfi,15509054,Valera.Pandolfi@college.harvard.edu,Lowell House
Jennica,Kiersten,15651397,Jennica.Kiersten@college.harvard.edu,Winthrop House
Cyb,Rurik,10785022,Cyb.Rurik@college.harvard.edu,Lowell House
Celestyna,Annice,16236203,Celestyna.Annice@college.harvard.edu,Dunster House
Robinia,Shirberg,15304763,Robinia.Shirberg@college.harvard.edu,Lowell House
Carol-Jean,Elsinore,13442638,Carol-Jean.Elsinore@college.harvard.edu,Kirkland House
Averyl,Dorine,18551575,Averyl.Dorine@college.harvard.edu,Dunster House
Anestassia,Hathaway,19894017,Anestassia.Hathaway@college.harvard.edu,Quincy House
Luci,Dulciana,17658485,Luci.Dulciana@college.harvard.edu,Cabot House
Jenda,Diann,15279072,Jenda.Diann@college.harvard.edu,Leverett House
Patricia,Schalles,11917293,Patricia.Schalles@college.harvard.edu,Eliot House
Bibby,Toor,12441773,Bibby.Toor@college.harvard.edu,Cabot House
Devina,Holtz,14874114,Devina.Holtz@college.harvard.edu,Kirkland House
Zia,Jillane,11583059,Zia.Jillane@college.harvard.edu,Pforzheimer House
Gertrud,Abbot,18844206,Gertrud.Abbot@college.harvard.edu,Kirkland House
Judy,Kiersten,14471867,Judy.Kiersten@college.harvard.edu,Mather House
Yolane,Thomasina,13353635,Yolane.Thomasina@college.harvard.edu,Eliot House
Morganica,Atcliffe,18171957,Morganica.Atcliffe@college.harvard.edu,Leverett House
Charlena,Nedrud,17314209,Charlena.Nedrud@college.harvard.edu,Mather House
Charlena,Buffum,11578825,Charlena.Buffum@college.harvard.edu,Kirkland House
Kassey,Screens,16344805,Kassey.Screens@college.harvard.edu,Pforzheimer House
Lizzie,Brunell,11196935,Lizzie.Brunell@college.harvard.edu,Kirkland House
Belva,Wenoa,13029453,Belva.Wenoa@college.harvard.edu,Quincy House
Tobe,Emmy,18787384,Tobe.Emmy@college.harvard.edu,Cabot House
Sheree,Plato,16102308,Sheree.Plato@college.harvard.edu,Lowell House
Dania,Boycey,11614816,Dania.Boycey@college.harvard.edu,Currier House
Chickie,Chandler,17953550,Chickie.Chandler@college.harvard.edu,Mather House
Sophia,Lasley,14992235,Sophia.Lasley@college.harvard.edu,Eliot House
Joane,Bouchard,15634642,Joane.Bouchard@college.harvard.edu,Pforzheimer House
Ronna,Waldron,17957371,Ronna.Waldron@college.harvard.edu,Adams House
Merci,Ailyn,14009783,Merci.Ailyn@college.harvard.edu,Adams House
Fredericka,Grimbly,13591891,Fredericka.Grimbly@college.harvard.edu,Lowell House
Rochette,Genna,19958152,Rochette.Genna@college.harvard.edu,Quincy House
Heddie,Newell,14364128,Heddie.Newell@college.harvard.edu,Adams House
Dode,Clywd,11331372,Dode.Clywd@college.harvard.edu,Winthrop House
Brietta,Primalia,16916977,Brietta.Primalia@college.harvard.edu,Kirkland House
Nicoli,Morrill,18458190,Nicoli.Morrill@college.harvard.edu,Dunster House
Misha,Cristi,12765233,Misha.Cristi@college.harvard.edu,Adams House
Gretal,Septima,14392954,Gretal.Septima@college.harvard.edu,Pforzheimer House
Christy,Iiette,13392284,Christy.Iiette@college.harvard.edu,Pforzheimer House
Nickie,Suk,14479374,Nickie.Suk@college.harvard.edu,Eliot House
Annecorinne,Jerald,14448714,Annecorinne.Jerald@college.harvard.edu,Winthrop House
Myriam,Sinegold,15041739,Myriam.Sinegold@college.harvard.edu,Adams House
Agathe,Maribeth,10512634,Agathe.Maribeth@college.harvard.edu,Dunster House
Renie,Cadmar,10999559,Renie.Cadmar@college.harvard.edu,Eliot House
Eugine,Carbo,13790515,Eugine.Carbo@college.harvard.edu,Mather House
Tersina,Roscoe,10434851,Tersina.Roscoe@college.harvard.edu,Currier House
Kayla,Roumell,16667305,Kayla.Roumell@college.harvard.edu,Winthrop House
Keelia,Tippets,18861408,Keelia.Tippets@college.harvard.edu,Currier House
Elsie,Quinn,10763714,Elsie.Quinn@college.harvard.edu,Pforzheimer House
Laurene,Daniele,19854135,Laurene.Daniele@college.harvard.edu,Winthrop House
Siana,Valoniah,10971840,Siana.Valoniah@college.harvard.edu,Cabot House
Ardenia,Wareing,11026377,Ardenia.Wareing@college.harvard.edu,Cabot House
Willetta,Lay,10596364,Willetta.Lay@college.harvard.edu,Adams House
Elfreda,Jethro,16322570,Elfreda.Jethro@college.harvard.edu,Cabot House
Helena,Zamora,12541094,Helena.Zamora@college.harvard.edu,Winthrop House
Jessamyn,Ahab,13090028,Jessamyn.Ahab@college.harvard.edu,Mather House
Marcy,Sharl,11533090,Marcy.Sharl@college.harvard.edu,Kirkland House
Kathi,Emmy,13607623,Kathi.Emmy@college.harvard.edu,Pforzheimer House
Jsandye,Tamar,18483554,Jsandye.Tamar@college.harvard.edu,Pforzheimer House
Shandie,Wu,19974709,Shandie.Wu@college.harvard.edu,Quincy House
Daune,Lewes,13258951,Daune.Lewes@college.harvard.edu,Adams House
Randa,Howlyn,10495975,Randa.Howlyn@college.harvard.edu,Kirkland House
Misha,Tengdin,12095147,Misha.Tengdin@college.harvard.edu,Eliot House
Odessa,Ricarda,14005932,Odessa.Ricarda@college.harvard.edu,Adams House
Olwen,Pauly,12585710,Olwen.Pauly@college.harvard.edu,Eliot House
Ivett,Marcellus,16350342,Ivett.Marcellus@college.harvard.edu,Mather House
Marti,Flyn,15811996,Marti.Flyn@college.harvard.edu,Dunster House
Kristan,Standing,19728411,Kristan.Standing@college.harvard.edu,Eliot House
Nicoli,Rugen,11798238,Nicoli.Rugen@college.harvard.edu,Winthrop House
Tybie,Roumell,19703610,Tybie.Roumell@college.harvard.edu,Lowell House
Natka,Zenas,17293652,Natka.Zenas@college.harvard.edu,Cabot House
Aigneis,Zeeba,15499848,Aigneis.Zeeba@college.harvard.edu,Mather House
Jasmina,Wattenberg,18112106,Jasmina.Wattenberg@college.harvard.edu,Lowell House
Clarice,Kellby,15104822,Clarice.Kellby@college.harvard.edu,Kirkland House
Frances,Joni,10462931,Frances.Joni@college.harvard.edu,Quincy House
Roseline,Belanger,13040203,Roseline.Belanger@college.harvard.edu,Cabot House
Emmey,Bryna,19613038,Emmey.Bryna@college.harvard.edu,Adams House
Josephine,Chaing,10018430,Josephine.Chaing@college.harvard.edu,Dunster House
Dulcinea,Septima,13505835,Dulcinea.Septima@college.harvard.edu,Cabot House
Hermione,Valerio,12033707,Hermione.Valerio@college.harvard.edu,Lowell House
Glenda,Carmena,16836397,Glenda.Carmena@college.harvard.edu,Currier House
Lacie,Hartnett,18592300,Lacie.Hartnett@college.harvard.edu,Leverett House
Gilligan,Yusuk,10995865,Gilligan.Yusuk@college.harvard.edu,Cabot House
Raf,Sprage,15721990,Raf.Sprage@college.harvard.edu,Currier House
Nollie,Soneson,11577153,Nollie.Soneson@college.harvard.edu,Leverett House
Sybille,Merriott,10431764,Sybille.Merriott@college.harvard.edu,Quincy House
Alia,Ax,18292267,Alia.Ax@college.harvard.edu,Leverett House
Linet,Rosette,17390813,Linet.Rosette@college.harvard.edu,Dunster House
Olivette,Sprage,12803689,Olivette.Sprage@college.harvard.edu,Leverett House
Kylynn,Garbe,11890866,Kylynn.Garbe@college.harvard.edu,Lowell House
Sara-Ann,Leopold,14818968,Sara-Ann.Leopold@college.harvard.edu,Winthrop House
Orelia,Diann,16575256,Orelia.Diann@college.harvard.edu,Dunster House
Ethel,Ariella,13239167,Ethel.Ariella@college.harvard.edu,Leverett House
Shauna,Docilla,15250156,Shauna.Docilla@college.harvard.edu,Quincy House
Bettine,Norrie,19658917,Bettine.Norrie@college.harvard.edu,Eliot House
Cristabel,Shields,11557985,Cristabel.Shields@college.harvard.edu,Leverett House
Gabi,Drisko,12313850,Gabi.Drisko@college.harvard.edu,Eliot House
Allis,Glenden,18548650,Allis.Glenden@college.harvard.edu,Leverett House
Beatriz,Stover,15517463,Beatriz.Stover@college.harvard.edu,Dunster House
Phedra,Daegal,14322765,Phedra.Daegal@college.harvard.edu,Pforzheimer House
Nerta,Maroney,14711834,Nerta.Maroney@college.harvard.edu,Cabot House
Lorne,Schenck,11660791,Lorne.Schenck@college.harvard.edu,Winthrop House
Tressa,Roscoe,18800777,Tressa.Roscoe@college.harvard.edu,Lowell House
Jere,Rogerio,13250942,Jere.Rogerio@college.harvard.edu,Adams House
Nannie,Zetta,16190963,Nannie.Zetta@college.harvard.edu,Winthrop House
Chloris,Dyche,19984627,Chloris.Dyche@college.harvard.edu,Mather House
Julieta,Sheng,14858247,Julieta.Sheng@college.harvard.edu,Lowell House
Jasmina,Ader,14429841,Jasmina.Ader@college.harvard.edu,Quincy House
Priscilla,Vale,13265824,Priscilla.Vale@college.harvard.edu,Mather House
Clementine,Granoff,10504852,Clementine.Granoff@college.harvard.edu,Mather House
Brena,Huggins,11493336,Brena.Huggins@college.harvard.edu,Eliot House
Xylina,Yorick,18703690,Xylina.Yorick@college.harvard.edu,Quincy House
Cordi,Bronk,13062118,Cordi.Bronk@college.harvard.edu,Lowell House
Claudina,Artie,14132861,Claudina.Artie@college.harvard.edu,Winthrop House
Laurene,Zenas,16077152,Laurene.Zenas@college.harvard.edu,Pforzheimer House
Raf,Alice,14741315,Raf.Alice@college.harvard.edu,Quincy House
Mady,Kunin,16516136,Mady.Kunin@college.harvard.edu,Winthrop House
Priscilla,Blisse,17187246,Priscilla.Blisse@college.harvard.edu,Cabot House
Paola,Burnside,16692120,Paola.Burnside@college.harvard.edu,Cabot House
Genevra,Harriman,17355758,Genevra.Harriman@college.harvard.edu,Kirkland House
Nickie,Tatianas,10386375,Nickie.Tatianas@college.harvard.edu,Adams House
Elvira,Thema,12627778,Elvira.Thema@college.harvard.edu,Kirkland House
Blondelle,Fink,12658378,Blondelle.Fink@college.harvard.edu,Quincy House
Janenna,Colp,15106295,Janenna.Colp@college.harvard.edu,Mather House
Benita,Joli,10084672,Benita.Joli@college.harvard.edu,Dunster House
Teriann,Sancho,15442589,Teriann.Sancho@college.harvard.edu,Eliot House
Giustina,Zrike,10243008,Giustina.Zrike@college.harvard.edu,Eliot House
Dione,Rad,17225979,Dione.Rad@college.harvard.edu,Dunster House
Althea,Ingra,14546027,Althea.Ingra@college.harvard.edu,Pforzheimer House
Rosanne,Pierette,14774090,Rosanne.Pierette@college.harvard.edu,Adams House
Kaja,Mike,15552390,Kaja.Mike@college.harvard.edu,Pforzheimer House
Siana,Annice,13442797,Siana.Annice@college.harvard.edu,Kirkland House
Winny,Tryck,14652923,Winny.Tryck@college.harvard.edu,Mather House
Sallie,Beebe,12166088,Sallie.Beebe@college.harvard.edu,Quincy House
Alex,Clie,11202302,Alex.Clie@college.harvard.edu,Dunster House
Donnie,Mata,11161830,Donnie.Mata@college.harvard.edu,Winthrop House
Marguerite,Uird,10617958,Marguerite.Uird@college.harvard.edu,Leverett House
Tracey,Ammann,17612272,Tracey.Ammann@college.harvard.edu,Pforzheimer House
Vinita,Tristram,17439041,Vinita.Tristram@college.harvard.edu,Quincy House
Gwenneth,Pacorro,16307471,Gwenneth.Pacorro@college.harvard.edu,Quincy House
Cissiee,Ehrman,16000436,Cissiee.Ehrman@college.harvard.edu,Dunster House
Albertina,Peg,16155043,Albertina.Peg@college.harvard.edu,Lowell House
Ayn,Tjon,11108293,Ayn.Tjon@college.harvard.edu,Dunster House
Lila,Fink,12762578,Lila.Fink@college.harvard.edu,Kirkland House
Elyssa,Ferrell,14483367,Elyssa.Ferrell@college.harvard.edu,Pforzheimer House
Marjie,Tristram,18960145,Marjie.Tristram@college.harvard.edu,Eliot House
Maisey,Gilbertson,10211491,Maisey.Gilbertson@college.harvard.edu,Currier House
Lorenza,Dearborn,18290415,Lorenza.Dearborn@college.harvard.edu,Winthrop House
Sam,Tound,13871481,Sam.Tound@college.harvard.edu,Kirkland House
Jobi,Gusella,15831002,Jobi.Gusella@college.harvard.edu,Currier House
Sabina,Iiette,14909226,Sabina.Iiette@college.harvard.edu,Currier House
Fanchon,Lewes,19289772,Fanchon.Lewes@college.harvard.edu,Eliot House
Bettine,Niccolo,12587420,Bettine.Niccolo@college.harvard.edu,Mather House
Kittie,Seumas,17227745,Kittie.Seumas@college.harvard.edu,Cabot House
Mireielle,Ardra,12726659,Mireielle.Ardra@college.harvard.edu,Quincy House
Chastity,Sabella,13299610,Chastity.Sabella@college.harvard.edu,Kirkland House
Averyl,Fredi,10926797,Averyl.Fredi@college.harvard.edu,Kirkland House
Tabbatha,Nore,18599543,Tabbatha.Nore@college.harvard.edu,Quincy House
Annecorinne,Marijo,15561593,Annecorinne.Marijo@college.harvard.edu,Leverett House
Brena,Kesley,19274804,Brena.Kesley@college.harvard.edu,Eliot House
Blake,Arathorn,18718806,Blake.Arathorn@college.harvard.edu,Cabot House
Starla,Koehler,12057217,Starla.Koehler@college.harvard.edu,Leverett House
Lila,Shanley,12740931,Lila.Shanley@college.harvard.edu,Kirkland House
Lorne,Boehike,11213265,Lorne.Boehike@college.harvard.edu,Kirkland House
Adriana,McClimans,16487544,Adriana.McClimans@college.harvard.edu,Quincy House
Charlena,Saint,18206509,Charlena.Saint@college.harvard.edu,Adams House
Alleen,Rosemary,10161183,Alleen.Rosemary@college.harvard.edu,Mather House
Fernande,Nester,16794516,Fernande.Nester@college.harvard.edu,Cabot House
Nelle,Cassius,12046452,Nelle.Cassius@college.harvard.edu,Dunster House
Keelia,Chinua,16704646,Keelia.Chinua@college.harvard.edu,Kirkland House
Brietta,Bartlett,11396882,Brietta.Bartlett@college.harvard.edu,Dunster House
Viki,Dahlia,14758454,Viki.Dahlia@college.harvard.edu,Kirkland House
Bertine,Newell,19032590,Bertine.Newell@college.harvard.edu,Leverett House
Rozele,Cleavland,15945516,Rozele.Cleavland@college.harvard.edu,Leverett House
Beth,Kress,15596629,Beth.Kress@college.harvard.edu,Adams House
Neila,Haymes,16440834,Neila.Haymes@college.harvard.edu,Pforzheimer House
Dotty,Dex,16624239,Dotty.Dex@college.harvard.edu,Eliot House
Cindelyn,Joni,16161089,Cindelyn.Joni@college.harvard.edu,Eliot House
Doro,Dom,17592122,Doro.Dom@college.harvard.edu,Adams House
Bibby,Halsey,19785346,Bibby.Halsey@college.harvard.edu,Winthrop House
Jacenta,Lory,14648651,Jacenta.Lory@college.harvard.edu,Dunster House
Kylynn,Warthman,13782079,Kylynn.Warthman@college.harvard.edu,Lowell House
Ruthe,Dannye,17566782,Ruthe.Dannye@college.harvard.edu,Dunster House
Estell,Swanhildas,15322491,Estell.Swanhildas@college.harvard.edu,Leverett House
Jaclyn,Ioab,12898682,Jaclyn.Ioab@college.harvard.edu,Dunster House
Rosene,Artie,14866879,Rosene.Artie@college.harvard.edu,Currier House
Ekaterina,Salvidor,15037295,Ekaterina.Salvidor@college.harvard.edu,Mather House
Deedee,Stanwood,17175615,Deedee.Stanwood@college.harvard.edu,Quincy House
Rivalee,Willie,15107055,Rivalee.Willie@college.harvard.edu,Quincy House
Atlanta,Elbertina,19463693,Atlanta.Elbertina@college.harvard.edu,Dunster House
Jerry,Adamsen,13635100,Jerry.Adamsen@college.harvard.edu,Winthrop House
Constance,Gilbertson,19270895,Constance.Gilbertson@college.harvard.edu,Eliot House
Agathe,Zachary,10057785,Agathe.Zachary@college.harvard.edu,Mather House
Ottilie,Pond,19601509,Ottilie.Pond@college.harvard.edu,Adams House
Korrie,Berl,16614900,Korrie.Berl@college.harvard.edu,Eliot House
Bibby,Lissi,16096602,Bibby.Lissi@college.harvard.edu,Dunster House
Ellette,Ellord,17926648,Ellette.Ellord@college.harvard.edu,Cabot House
Dorene,Casimir,14420637,Dorene.Casimir@college.harvard.edu,Eliot House
Vevay,Sancho,15364919,Vevay.Sancho@college.harvard.edu,Adams House
Raina,Kristi,19694978,Raina.Kristi@college.harvard.edu,Quincy House
Justinn,Mallon,18157448,Justinn.Mallon@college.harvard.edu,Cabot House
Raquela,Lenny,18924933,Raquela.Lenny@college.harvard.edu,Lowell House
Rosanne,Graig,13501056,Rosanne.Graig@college.harvard.edu,Adams House
Devina,Fontana,15837609,Devina.Fontana@college.harvard.edu,Winthrop House
Ann-Marie,Eldrid,17484776,Ann-Marie.Eldrid@college.harvard.edu,Adams House
Jeanna,Velick,10123917,Jeanna.Velick@college.harvard.edu,Winthrop House
Keelia,Cordi,19066481,Keelia.Cordi@college.harvard.edu,Leverett House
Merle,Ioab,19055556,Merle.Ioab@college.harvard.edu,Eliot House
Corly,Stelle,13629300,Corly.Stelle@college.harvard.edu,Winthrop House
Hannis,Arquit,11659272,Hannis.Arquit@college.harvard.edu,Winthrop House
Jan,Killigrew,12211147,Jan.Killigrew@college.harvard.edu,Cabot House
Amalie,Jena,15711842,Amalie.Jena@college.harvard.edu,Cabot House
Michaelina,Decato,16556965,Michaelina.Decato@college.harvard.edu,Dunster House
Belinda,Iiette,13087109,Belinda.Iiette@college.harvard.edu,Lowell House
Cissiee,Emmy,12260660,Cissiee.Emmy@college.harvard.edu,Cabot House
Ezmeralda,Lindemann,19575575,Ezmeralda.Lindemann@college.harvard.edu,Pforzheimer House
Bobinette,Matthew,15380655,Bobinette.Matthew@college.harvard.edu,Mather House
Alia,Wenoa,13934131,Alia.Wenoa@college.harvard.edu,Mather House
Leia,Nance,17649524,Leia.Nance@college.harvard.edu,Winthrop House
Roberta,Truc,10732636,Roberta.Truc@college.harvard.edu,Pforzheimer House
Carol-Jean,Eno,15376129,Carol-Jean.Eno@college.harvard.edu,Mather House
Averyl,Brieta,15653824,Averyl.Brieta@college.harvard.edu,Eliot House
Dale,Podvin,15623256,Dale.Podvin@college.harvard.edu,Adams House
Frieda,O'Rourke,17981599,Frieda.O'Rourke@college.harvard.edu,Dunster House
Linzy,Maribeth,18033621,Linzy.Maribeth@college.harvard.edu,Adams House
Laure,Aloise,13243090,Laure.Aloise@college.harvard.edu,Dunster House
Evaleen,Wolfgram,13940303,Evaleen.Wolfgram@college.harvard.edu,Cabot House
Nariko,Sallyann,18953266,Nariko.Sallyann@college.harvard.edu,Eliot House
Aurelie,Ortrude,10158974,Aurelie.Ortrude@college.harvard.edu,Adams House
Minne,Thornburg,10037617,Minne.Thornburg@college.harvard.edu,Dunster House
Silvana,McClimans,11514978,Silvana.McClimans@college.harvard.edu,Pforzheimer House
Tori,Emmaline,14764368,Tori.Emmaline@college.harvard.edu,Eliot House
Reeba,Wyn,18793626,Reeba.Wyn@college.harvard.edu,Eliot House
Brandise,Delila,11340377,Brandise.Delila@college.harvard.edu,Dunster House
Siana,Soneson,17998677,Siana.Soneson@college.harvard.edu,Leverett House
Fredericka,Emanuel,16334739,Fredericka.Emanuel@college.harvard.edu,Winthrop House
Valeda,Fiester,14512673,Valeda.Fiester@college.harvard.edu,Currier House
Rosabelle,Lymann,12009571,Rosabelle.Lymann@college.harvard.edu,Lowell House
Xylina,Guildroy,16246904,Xylina.Guildroy@college.harvard.edu,Mather House
Mady,Larochelle,14035179,Mady.Larochelle@college.harvard.edu,Leverett House
Selia,Llovera,14302923,Selia.Llovera@college.harvard.edu,Adams House
Joelly,O'Carroll,14035190,Joelly.O'Carroll@college.harvard.edu,Cabot House
Alex,Modie,12824975,Alex.Modie@college.harvard.edu,Leverett House
Betta,Zachary,10062689,Betta.Zachary@college.harvard.edu,Pforzheimer House
Josephine,Wesle,11985936,Josephine.Wesle@college.harvard.edu,Pforzheimer House
Aeriela,Maribeth,16336632,Aeriela.Maribeth@college.harvard.edu,Quincy House
Ivett,Rona,19991106,Ivett.Rona@college.harvard.edu,Pforzheimer House
Clary,Stevy,14691987,Clary.Stevy@college.harvard.edu,Dunster House
Zondra,Kathie,19999567,Zondra.Kathie@college.harvard.edu,Currier House
Susette,Elephus,15826857,Susette.Elephus@college.harvard.edu,Pforzheimer House
Britte,Yate,12685480,Britte.Yate@college.harvard.edu,Kirkland House
Edyth,Concha,19745556,Edyth.Concha@college.harvard.edu,Quincy House
Thalia,Atonsah,13035523,Thalia.Atonsah@college.harvard.edu,Eliot House
Marti,Slifka,12227793,Marti.Slifka@college.harvard.edu,Currier House
Gilda,Gillan,14094779,Gilda.Gillan@college.harvard.edu,Dunster House
Lyssa,Timon,19679574,Lyssa.Timon@college.harvard.edu,Currier House
Vonny,Behre,10551097,Vonny.Behre@college.harvard.edu,Dunster House
Nollie,Clie,12582290,Nollie.Clie@college.harvard.edu,Eliot House
Rubie,Allare,17495367,Rubie.Allare@college.harvard.edu,Eliot House
Kamilah,Margret,14691040,Kamilah.Margret@college.harvard.edu,Currier House
Audrie,Weaks,11069346,Audrie.Weaks@college.harvard.edu,Lowell House
Latisha,Fink,18665119,Latisha.Fink@college.harvard.edu,Currier House
Belva,Hylan,15664126,Belva.Hylan@college.harvard.edu,Kirkland House
Kary,Valerio,17362838,Kary.Valerio@college.harvard.edu,Currier House
Fayre,Dawkins,12600497,Fayre.Dawkins@college.harvard.edu,Adams House
Katleen,Norvol,16415829,Katleen.Norvol@college.harvard.edu,Leverett House
Angela,Harned,16145536,Angela.Harned@college.harvard.edu,Mather House
Lanae,Arley,18467116,Lanae.Arley@college.harvard.edu,Adams House
Marline,Himelman,18829950,Marline.Himelman@college.harvard.edu,Currier House
Jessamyn,Konyn,11424171,Jessamyn.Konyn@college.harvard.edu,Kirkland House
Shell,Elvyn,18673040,Shell.Elvyn@college.harvard.edu,Mather House
Fred,Stuart,16955982,Fred.Stuart@college.harvard.edu,Currier House
Lesly,Serilda,14253166,Lesly.Serilda@college.harvard.edu,Cabot House
